"wa_id","mal_id","title","work_type","genre","release","score","top_place"
190,134,"Школа убийц [ТВ-1] [Gunslinger Girl]","ТВ (13 эп.), 25 мин.","приключения, драма, фантастика","c 09.10.2003 по 19.02.2004",8.3,305
191,1918,"Девочка-волшебница Красотка Самми OVA [Magical Girl Pretty Sammy]","OVA (3 эп.), 40 мин.","комедия, махо-сёдзё","c 25.08.1995 по 24.08.1997",6.7,3347
192,1431,"Люпен III: Несчастливые дни Фудзико (спецвыпуск 11) [Lupin III: Da Capo of Love - Fujiko's Unlucky Days]","ТВ-спэшл (1 эп.), 92 мин.","приключения, комедия, фантастика","30.07.1999",6.9,3171
193,379,"Эксель-сага [Excel Saga]","ТВ (25 эп. + спэшл), 25 мин.","приключения, комедия","c 08.10.1999 по 31.03.2000",8.1,618
195,1133,"Тэнти - лишний! [ТВ-3] [Tenchi Muyo! GXP]","ТВ (26 эп.), 25 мин.","приключения, комедия, фантастика, этти","c 03.04.2002 по 25.09.2002",8.0,868
196,474,"Макросс Плюс OVA [Macross Plus]","OVA (4 эп.), 40 мин.","приключения, фантастика, меха, драма","c 25.08.1994 по 26.06.1995",8.1,629
197,2293,"Гайвер (фильм) [The Guyver: Out of Control]","короткометражный фильм, 55 мин.","приключения, фантастика, триллер","13.12.1986",7.1,2854
198,5953,"Принцесса-волшебница Минки Момо [ТВ-2] []","ТВ (62 эп. + 3 спэшла), 25 мин.","махо-сёдзё","c 02.10.1991 по 23.12.1992",4.0,""
199,536,"Рубаки (фильм первый) [Slayers: The Motion Picture]","полнометражный фильм, 60 мин.","приключения, комедия, фэнтези","29.07.1995",8.0,882
200,869,"Рубаки (фильм второй) []","полнометражный фильм, 60 мин.","приключения, комедия, фэнтези","03.08.1996",7.8,1312
201,1170,"Рубаки OVA-1 [Slayers: The Book of Spells]","OVA (3 эп.), 30 мин.","приключения, комедия, фэнтези","c 25.07.1996 по 25.05.1997",8.0,781
202,868,"Рубаки (фильм третий) []","полнометражный фильм, 60 мин.","приключения, комедия, фэнтези","02.08.1997",7.7,1464
203,1171,"Рубаки OVA-2 []","OVA (3 эп.), 30 мин.","приключения, комедия, фэнтези","c 25.10.1998 по 25.03.1999",7.9,968
204,867,"Рубаки (фильм четвёртый) []","полнометражный фильм, 62 мин.","приключения, комедия, фэнтези","01.08.1998",7.8,1161
205,1017,"Волшебник-воин Орфен [ТВ-1] [Orphen]","ТВ (24 эп.), 25 мин.","приключения, комедия, фэнтези","c 03.10.1998 по 27.03.1999",7.5,1986
206,107,"Приключения Джинга [ТВ] [Jing: King of Bandits]","ТВ (13 эп.), 25 мин.","приключения, комедия, фэнтези","c 15.05.2002 по 14.08.2002",7.9,1058
207,335,"Мифический детектив Локи: Рагнарек [Mythical Detective Loki Ragnarok]","ТВ (26 эп.), 25 мин.","комедия, детектив, мистика","c 05.04.2003 по 27.09.2003",7.5,1817
208,92,"Мобильный ГАНДАМ Икс [Mobile New Century Gundam X]","ТВ (39 эп.), 25 мин.","приключения, фантастика, романтика, меха","c 05.04.1996 по 28.12.1996",7.0,3140
209,9613,"Big X []","ТВ (58 эп.), 25 мин.","приключения, фантастика","c 03.08.1964 по 27.09.1965",7.0,""
210,2828,"Бездомный мальчик Реми [ТВ] [Remi the Homeless Boy]","ТВ (51 эп.), 25 мин.","драма, повседневность","c 02.10.1977 по 01.10.1978",8.1,""
211,338,"Роза Версаля [ТВ] [The Rose of Versailles]","ТВ (40 эп.), 25 мин.","романтика, драма","c 10.10.1979 по 10.09.1980",8.5,246
212,2451,"Космические приключения Кобры [ТВ-1] [Space Adventure Cobra]","ТВ (31 эп.), 25 мин.","приключения, фантастика","c 07.10.1982 по 19.05.1983",8.2,620
214,1742,"Легенда о королях-драконах [Legend of the Dragon Kings]","OVA (12 эп.), 45 мин.","приключения, фэнтези","c 25.06.1991 по 01.01.1993",7.6,1828
216,3625,"Shin Majinden Battle Royal High School [Battle Royal High School]","OVA (1 эп.), 60 мин.","приключения, боевые искусства","10.12.1987",6.7,3563
217,434,"Легенда о Лемнеар [Legend of Lemnear]","OVA (1 эп.), 45 мин.","приключения, фэнтези, этти","25.07.1989",6.4,4083
218,917,"Боб на колесах [Riding Bean]","OVA (1 эп.), 46 мин.","приключения, комедия","22.02.1989",7.7,1523
219,980,"Rikujou Bouei-tai Mao-chan [Ground Defense Force! Mao-chan]","ТВ (26 эп.), 12 мин.","приключения, комедия, махо-сёдзё","c 04.07.2002 по 26.12.2002",7.0,""
220,348,"Феи из бутылки [Bottle Fairy]","ТВ (13 эп.), 12 мин.","комедия, махо-сёдзё, повседневность","c 04.10.2003 по 27.12.2003",7.2,2653
221,1312,"Chikyuu Bouei Kigyou Dai-Guard [Dai-Guard: Terrestrial Defense Corp.]","ТВ (26 эп.), 25 мин.","приключения, комедия, меха, фантастика","c 05.10.1999 по 28.03.2000",7.8,""
223,1951,"Лабиринт сновидений [Neo Tokyo]","OVA (3 эп.), 20 мин.","приключения, фантастика","10.10.1987",7.5,1892
224,463,"Ван-Пис: Фильм пятый [One Piece: The Curse of the Sacred Sword]","полнометражный фильм, 90 мин.","приключения, комедия, фэнтези","06.03.2004",7.5,1899
225,2500,"Кокпит [The Cockpit]","OVA (3 эп.), 30 мин.","драма","c 22.10.1993 по 21.01.1994",8.2,646
226,1880,"Гоку II: Полуночный глаз [Goku II: Midnight Eye]","OVA (1 эп.), 50 мин.","приключения, фантастика","22.12.1989",7.2,2551
228,767,"Burn Up [Burn Up!]","OVA (1 эп.), 45 мин.","приключения, комедия, этти","21.03.1991",6.8,3444
229,1270,"Черная магия М-66 [Black Magic M-66]","OVA (1 эп.), 48 мин.","приключения, фантастика, меха","28.06.1987",6.9,3387
230,464,"Ван-Пис: Фильм шестой [One Piece: Baron Omatsuri and the Secret Island]","полнометражный фильм, 90 мин.","приключения, комедия, фэнтези","05.03.2005",8.0,814
231,2000,"Старик Зет []","полнометражный фильм, 80 мин.","комедия, фантастика, меха","14.09.1991",7.6,1756
232,759,"Однажды в Токио [Tokyo Godfathers]","полнометражный фильм, 90 мин.","комедия, драма, приключения","30.08.2003",8.4,253
233,5834,"Звезда Кёдзина [ТВ-1] [Star of The Giants]","ТВ (182 эп.), 25 мин.","спорт, драма","c 30.03.1968 по 18.09.1971",7.2,""
234,85,"Мобильный воин Зета Гандам [ТВ] [Mobile Suit Zeta Gundam]","ТВ (50 эп.), 25 мин.","приключения, фантастика, меха, драма","c 02.03.1985 по 22.02.1986",7.8,1281
235,8763,"Hajime Ningen Giatrus [First Human Giatrus]","ТВ (77 эп.), 25 мин.","комедия, повседневность","c 05.10.1974 по 27.03.1976",10.0,""
236,5267,"Приключения Гамбы [ТВ] []","ТВ (26 эп.), 25 мин.","приключения, комедия","c 07.04.1975 по 29.09.1975",7.0,""
237,11268,"Ganso Tensai Bakabon []","ТВ (103 эп.), 25 мин.","комедия","c 06.10.1975 по 26.09.1977",5.0,""
238,2554,"Поллианна [The Story of Pollyanna, Girl of Love]","ТВ (51 эп. + 2 спэшла), 25 мин.","повседневность, драма","c 05.01.1986 по 28.12.1986",8.1,1239
239,2548,"Маленькие женщины [ТВ] (1987) [Little Women]","ТВ (48 эп. + 2 спэшла), 25 мин.","повседневность, драма","c 11.01.1987 по 27.12.1987",8.4,""
240,347,"Дикое оружие: Сумеречная злоба []","ТВ (22 эп.), 25 мин.","приключения, комедия, фэнтези","c 18.10.1999 по 27.03.2000",7.4,2117
241,1796,"Грязная парочка: Проект Эдем [Dirty Pair: Project Eden]","полнометражный фильм, 81 мин.","приключения, комедия, фантастика","14.03.1987",7.3,2332
242,299,".хак//Лиминалити []","OVA (4 эп.), 30 мин.","детектив","c 20.06.2002 по 10.04.2003",6.9,3288
243,48,".хак//Знак [.hack//Sign]","ТВ (26 эп.), 25 мин.","приключения, фэнтези, драма","c 04.04.2002 по 26.09.2002",7.6,1643
244,799,"Библиотека Кокоро [Kokoro Library]","ТВ (13 эп. + спэшл), 25 мин.","комедия, повседневность","c 11.10.2001 по 27.12.2001",7.4,2311
245,209,"Прочти или умри [ТВ] []","ТВ (26 эп.), 25 мин.","приключения, фантастика","c 01.09.2003 по 16.03.2004",7.8,1315
246,2470,"Капитан Харлок: Тайна Аркадии [Captain Harlock: Mystery of the Arcadia]","короткометражный фильм, 35 мин.","приключения, фантастика","22.07.1978",6.6,3527
247,1491,"Галактический экспресс 999 [ТВ] [Galaxy Express 999]","ТВ (113 эп.), 25 мин.","фантастика, приключения, драма","c 14.09.1978 по 26.03.1981",8.1,954
248,1302,"Прощай, Галактический экспресс 999: Терминал Андромеды [Adieu Galaxy Express 999]","полнометражный фильм, 130 мин.","приключения, фантастика, драма","01.08.1981",7.4,2282
249,2202,"Аркадия моей юности (фильм) [Arcadia of My Youth]","полнометражный фильм, 130 мин.","приключения, драма, фантастика","28.07.1982",8.2,907
250,3602,"Галактический экспресс 999: Вечная фантазия [Galaxy Express 999: Eternal Fantasy]","короткометражный фильм, 54 мин.","приключения, фантастика","07.03.1998",7.1,2887
251,1645,"Сага о Харлоке: Кольцо Нибелунга []","OVA (6 эп.), 25 мин.","приключения, фантастика","c 25.01.1999 по 25.11.1999",6.4,3798
252,1553,"Королева Эмеральда [Queen Emeraldas]","OVA (4 эп. + 2 спэшла), 30 мин.","приключения, фантастика","c 05.06.1998 по 18.12.1999",6.6,3676
253,1495,"Легенда Мэйтел [Maetel Legend]","OVA (2 эп.), 45 мин.","приключения, фантастика, драма","c 13.12.2000 по 07.03.2001",6.8,3221
